Wall time,Step,Value
1497632303.348308,25,6.466931343078613
1497632308.804984,57,6.032637119293213
1497632309.262741,60,5.832278728485107
1497632412.589853,589,4.775152206420898
1497632476.041352,905,4.067988872528076
1497632513.279446,1091,4.376763343811035
1497632537.504035,1211,4.1683454513549805
1497632652.781191,1783,3.625685453414917
1497632701.975076,2026,3.445086717605591
1497632719.419508,2112,3.3410322666168213
1497632760.285092,2313,3.3963253498077393
1497632817.495615,2595,3.291696071624756
1497632847.096895,2740,3.2826805114746094
1497632872.818548,2866,3.402758836746216
1497632956.421774,3275,2.653193473815918
1497633027.447144,3620,2.8172388076782227
1497633052.976149,3744,2.635786294937134
1497633054.835002,3753,2.955340623855591
1497633058.210271,3769,2.639319658279419
1497633074.483874,3848,2.8475019931793213
1497633105.899695,4000,2.4853787422180176
1497633110.2205,4021,2.4093663692474365
1497633324.024917,5054,2.3097903728485107
1497633437.584815,5597,1.9352924823760986
1497633474.377799,5774,2.14788818359375
1497633590.935707,6334,2.1736855506896973
1497633704.13,6876,2.016108274459839
1497633768.888367,7184,1.880190134048462
1497633778.5147,7230,1.8560196161270142
1497633803.57209,7350,1.9266221523284912
1497633881.240098,7720,1.9336354732513428
1497633902.440609,7821,2.011920690536499
1497633985.995105,8219,1.7053074836730957
1497634022.350807,8391,1.8019626140594482
1497634131.939959,8911,1.6304258108139038
1497634265.288625,9543,1.5958383083343506
1497634284.420157,9634,1.6788971424102783
1497634287.366375,9648,1.633596658706665
1497634327.645743,9839,1.4469188451766968
1497634351.536549,9952,1.6474114656448364
1497634433.831875,10341,1.567147970199585
1497634442.117558,10380,1.595125436782837
1497634480.747751,10563,1.6073260307312012
1497634487.311609,10594,1.7372609376907349
1497634506.231663,10683,1.5098179578781128
1497634533.423827,10808,1.6165776252746582
1497634540.392688,10841,1.545969009399414
1497634560.261002,10935,1.5168970823287964
1497634570.651107,10984,1.7221249341964722
1497634574.690424,11003,1.4528888463974
1497634619.928685,11217,1.519889235496521
1497634627.094809,11251,1.4708757400512695
1497634726.890978,11722,1.482479453086853
1497634850.751084,12306,1.482234239578247
1497634892.092932,12500,1.3803085088729858
1497634997.920151,12998,1.525587558746338
1497635021.623733,13109,1.7768802642822266
1497635036.482003,13179,1.5026111602783203
1497635192.504404,13913,1.3767602443695068
1497635266.583371,14261,1.3173178434371948
1497635281.959674,14333,1.3212379217147827
1497635315.277637,14489,1.5336109399795532
1497635316.786911,14496,1.2743418216705322
1497635327.613436,14547,1.5315899848937988
1497635346.590296,14636,1.404867172241211
1497635410.209709,14934,1.3024632930755615
1497635430.744438,15030,1.4146305322647095
1497635446.691034,15105,1.4217474460601807
1497635460.558935,15170,1.4130420684814453
1497635477.892095,15251,1.3861520290374756
1497635530.304774,15496,1.4276950359344482
1497635560.333509,15637,1.2202483415603638
1497635601.674317,15831,1.3243261575698853
1497635658.915317,16098,1.4008288383483887
1497635685.292862,16218,1.2595157623291016
1497635755.999194,16548,1.267593502998352
1497635775.475543,16639,1.2990350723266602
1497635809.210325,16797,1.2669962644577026
1497635822.944616,16861,1.18533456325531
1497635972.076911,17558,1.2352129220962524
1497635973.412782,17564,1.0595290660858154
1497636019.49751,17779,1.1730899810791016
1497636070.201721,18016,1.0554560422897339
1497636082.768378,18075,1.1531367301940918
1497636378.851417,19456,1.1407452821731567
1497636390.447629,19510,1.118762731552124
1497636438.505676,19734,1.0804167985916138
1497636448.397207,19780,1.1390831470489502
1497636471.726422,19889,0.9996119141578674
1497636474.07528,19900,1.0576437711715698
1497636640.113863,20673,1.1136547327041626
1497636773.194216,21293,1.1340570449829102
1497636852.732436,21659,1.1848387718200684
1497637018.109503,22427,1.0604448318481445
1497637043.494722,22545,1.044175386428833
1497637084.746336,22737,0.999230146408081
1497637092.493226,22773,1.1333420276641846
1497637286.223529,23673,1.0013370513916016
1497637350.473154,23971,1.074330449104309
1497637397.024508,24187,0.9325497150421143
1497637730.638671,25734,0.9727507829666138
1497637886.465011,26457,0.8493612408638
1497637987.656049,26922,0.8747270107269287
1497638017.870332,27062,0.8816277980804443
1497638143.072972,27641,0.8984074592590332
1497638160.577987,27722,0.8273513317108154
1497638294.882287,28344,0.8819589614868164
1497638428.556899,28962,0.9321309328079224
1497638487.924676,29236,0.8345489501953125
1497638539.177533,29473,0.7613434791564941
1497638652.687437,29997,0.7094601392745972
1497638713.227421,30277,0.7129166126251221
1497638721.006373,30313,0.8433533906936646
1497638752.470533,30459,0.7567138671875
1497638787.891568,30623,0.8575031757354736
1497638936.217996,31309,0.6679688692092896
1497638940.540666,31329,0.7414460778236389
1497639155.952677,32320,0.7033542990684509
1497639239.706213,32706,0.7137266397476196
1497639325.425356,33102,0.7019810676574707
1497639331.093792,33128,0.6872812509536743
1497639339.755239,33168,0.710983157157898
1497639441.146093,33636,0.744833767414093
1497639501.194688,33913,0.6839241981506348
1497639572.777409,34244,0.7454538345336914
1497639591.832657,34332,0.7714380621910095
1497639675.408796,34718,0.6641210913658142
1497639800.07365,35294,0.6646329760551453
1497639826.502398,35416,0.7986870408058167
1497639878.13484,35655,0.6988168358802795
1497639937.44043,35928,0.6671303510665894
1497639987.933235,36160,0.6202046871185303
1497640031.910936,36363,0.6549074649810791
1497640039.749301,36399,0.6892095804214478
1497640071.999502,36548,0.6872941255569458
1497640115.682013,36749,0.694843053817749
1497640126.304663,36798,0.5889403820037842
1497640156.500019,36937,0.5951374769210815
1497640209.18479,37180,0.6903197765350342
1497640340.588504,37782,0.6220355033874512
1497640415.294511,38126,0.6411029100418091
1497640668.527212,39291,0.5851110816001892
1497640686.507006,39374,0.6137457489967346
1497640708.407702,39475,0.7145666480064392
1497640723.808036,39546,0.6687994003295898
1497640741.463237,39627,0.557788610458374
1497640777.283344,39792,0.629094123840332
1497640798.500969,39890,0.6307255029678345
1497640862.016621,40182,0.549517035484314
1497640892.582248,40323,0.6567976474761963
1497640999.100594,40814,0.6202681064605713
1497641039.094251,40998,0.5978983640670776
1497641049.304887,41045,0.5848034024238586
1497641106.854139,41310,0.5853147506713867
1497641171.296601,41606,0.5355563759803772
1497641267.804002,42051,0.582599937915802
1497641327.948783,42328,0.5939065217971802
1497641358.220733,42467,0.5687050819396973
1497641475.671592,43005,0.5487313866615295
1497641517.205927,43196,0.6011687517166138
1497641581.54673,43492,0.5385227799415588
1497641593.036857,43545,0.584191083908081
1497641604.095144,43596,0.6184434294700623
1497641609.295386,43620,0.5229524374008179
1497641612.116363,43633,0.5666637420654297
1497641649.762145,43806,0.58221435546875
1497641651.761289,43815,0.5500114560127258
1497641687.210499,43978,0.5461208820343018
1497641700.037951,44037,0.4855019152164459
1497641721.087154,44134,0.4681994318962097
1497641730.902206,44179,0.5809318423271179
1497641777.279372,44392,0.5145750641822815
1497641780.097682,44405,0.547523558139801
1497641816.813612,44574,0.5431694388389587
1497641861.373646,44779,0.5217514634132385
1497642003.070908,45429,0.5489479303359985
1497642014.299296,45480,0.5761728286743164
1497642232.761267,46484,0.5347630977630615
1497642264.928629,46632,0.6081551909446716
1497642372.247361,47124,0.5240328311920166
1497642376.378593,47143,0.533211350440979
1497642481.927719,47627,0.5120713114738464
1497642698.125239,48617,0.4973536729812622
1497642707.236354,48659,0.5631020069122314
1497642715.954204,48699,0.5279659032821655
1497642741.896,48818,0.5303328633308411
1497642843.347604,49284,0.5196417570114136
1497642892.745274,49511,0.516474723815918
1497643006.0594,50031,0.4094086289405823
1497643029.57525,50139,0.5197767615318298
1497643029.792546,50140,0.4786248207092285
1497643040.222748,50188,0.4880615770816803
1497643120.802682,50558,0.43805190920829773
1497643155.123788,50716,0.4662491977214813
1497643229.135498,51055,0.4032677412033081
1497643373.564928,51719,0.48276016116142273
